20170919_lin-04_GFP_spe-9 009 2017-09-22t2248	794	29	80		0.000	16160
20170919_lin-04_GFP_spe-9 009 2017-09-23t0304	826	30	84		0.000	16224
20170919_lin-04_GFP_spe-9 009 2017-09-23t0648	801	31	88		0.000	16224
20170919_lin-04_GFP_spe-9 009 2017-09-23t1048	803	28	92		0.000	16224
20170919_lin-04_GFP_spe-9 009 2017-09-23t1448	795	31	96		0.000	20512
20170919_lin-04_GFP_spe-9 009 2017-09-23t1848	753	27	100		0.000	16352
20170919_lin-04_GFP_spe-9 009 2017-09-23t2248	797	30	104		0.000	16288
20170919_lin-04_GFP_spe-9 009 2017-09-24t0248	786	31	108		0.000	16160
20170919_lin-04_GFP_spe-9 009 2017-09-24t0659	783	29	112		0.000	16288
20170919_lin-04_GFP_spe-9 009 2017-09-24t1120	777	27	116		0.000	16288
20170919_lin-04_GFP_spe-9 009 2017-09-24t1448	734	31	120		0.000	20512
20170919_lin-04_GFP_spe-9 009 2017-09-24t1848	766	30	124		0.001	16352
20170919_lin-04_GFP_spe-9 009 2017-09-24t2304	790	30	128		0.000	16288
20170919_lin-04_GFP_spe-9 009 2017-09-25t0248	790	30	132		0.000	16352
20170919_lin-04_GFP_spe-9 009 2017-09-25t0648	752	30	136		0.000	16416
20170919_lin-04_GFP_spe-9 009 2017-09-25t1049	736	28	140		0.000	16352
20170919_lin-04_GFP_spe-9 009 2017-09-25t1449	806	28	144		0.000	20704
20170919_lin-04_GFP_spe-9 009 2017-09-25t1848	855	35	148		0.000	20768
20170919_lin-04_GFP_spe-9 009 2017-09-25t2248	832	26	152		0.000	20704
20170919_lin-04_GFP_spe-9 009 2017-09-26t0252	793	29	156		0.000	16416
20170919_lin-04_GFP_spe-9 009 2017-09-26t0648	785	32	160		0.000	16352
20170919_lin-04_GFP_spe-9 009 2017-09-26t1048	827	33	164		0.000	16416
20170919_lin-04_GFP_spe-9 009 2017-09-26t1449	832	32	168		0.000	16096
20170919_lin-04_GFP_spe-9 011 2017-09-21t1459	714	22	48		0.000	21152
20170919_lin-04_GFP_spe-9 011 2017-09-21t1859	754	26	52		0.000	16864
20170919_lin-04_GFP_spe-9 011 2017-09-21t2300	777	27	56		0.000	16736
20170919_lin-04_GFP_spe-9 011 2017-09-22t0300	830	32	60		0.000	16736
20170919_lin-04_GFP_spe-9 011 2017-09-22t0700	854	28	64		0.002	16800
20170919_lin-04_GFP_spe-9 011 2017-09-22t1111	801	29	68		0.000	16736
20170919_lin-04_GFP_spe-9 011 2017-09-22t1520	853	29	72		0.000	16608
20170919_lin-04_GFP_spe-9 011 2017-09-22t1848	757	29	76		0.000	16608
20170919_lin-04_GFP_spe-9 011 2017-09-22t2248	736	29	80		0.000	16608
20170919_lin-04_GFP_spe-9 011 2017-09-23t0304	774	27	84		0.000	16608
20170919_lin-04_GFP_spe-9 011 2017-09-23t0648	737	30	88		0.000	16608
20170919_lin-04_GFP_spe-9 011 2017-09-23t1048	786	29	92		0.000	16672
20170919_lin-04_GFP_spe-9 011 2017-09-23t1448	777	28	96		0.000	21024
20170919_lin-04_GFP_spe-9 011 2017-09-23t1848	765	28	100		0.000	16672
20170919_lin-04_GFP_spe-9 011 2017-09-23t2248	805	30	104		0.000	16672
20170919_lin-04_GFP_spe-9 011 2017-09-24t0248	791	31	108		0.000	16608
20170919_lin-04_GFP_spe-9 011 2017-09-24t0659	735	27	112		0.000	16672
20170919_lin-04_GFP_spe-9 011 2017-09-24t1120	803	30	116		0.000	16736
20170919_lin-04_GFP_spe-9 011 2017-09-24t1448	807	30	120		0.000	21152
20170919_lin-04_GFP_spe-9 011 2017-09-24t1848	830	31	124		0.000	16672
20170919_lin-04_GFP_spe-9 011 2017-09-24t2304	836	29	128		0.000	16672
20170919_lin-04_GFP_spe-9 011 2017-09-25t0248	868	28	132		0.000	16672
20170919_lin-04_GFP_spe-9 011 2017-09-25t0648	805	27	136		0.000	16672
20170919_lin-04_GFP_spe-9 011 2017-09-25t1049	811	29	140		0.000	16672
20170919_lin-04_GFP_spe-9 011 2017-09-25t1449	816	31	144		0.000	21152
20170919_lin-04_GFP_spe-9 011 2017-09-25t1848	830	30	148		0.000	21152
20170919_lin-04_GFP_spe-9 011 2017-09-25t2248	831	30	152		0.000	21152
20170919_lin-04_GFP_spe-9 011 2017-09-26t0252	767	30	156		0.000	16800
20170919_lin-04_GFP_spe-9 011 2017-09-26t0648	835	30	160		0.000	16736
20170919_lin-04_GFP_spe-9 011 2017-09-26t1048	768	32	164		0.000	16736
20170919_lin-04_GFP_spe-9 011 2017-09-26t1449	764	31	168		0.000	16672
20170919_lin-04_GFP_spe-9 012 2017-09-21t1459	581	18	48		0.000	21280
20170919_lin-04_GFP_spe-9 012 2017-09-21t1859	613	22	52		0.000	16800
20170919_lin-04_GFP_spe-9 012 2017-09-21t2300	706	22	56		0.000	16800
20170919_lin-04_GFP_spe-9 012 2017-09-22t0300	775	26	60		0.000	16800
20170919_lin-04_GFP_spe-9 012 2017-09-22t0700	703	25	64		0.000	16672
20170919_lin-04_GFP_spe-9 012 2017-09-22t1111	788	26	68		0.000	16672
20170919_lin-04_GFP_spe-9 012 2017-09-22t1520	786	24	72		0.000	16608
20170919_lin-04_GFP_spe-9 012 2017-09-22t1848	790	26	76		0.000	16608
20170919_lin-04_GFP_spe-9 012 2017-09-22t2248	832	26	80		0.000	16608
20170919_lin-04_GFP_spe-9 012 2017-09-23t0304	807	29	84		0.000	16544
20170919_lin-04_GFP_spe-9 012 2017-09-23t0648	854	27	88		0.000	16608
20170919_lin-04_GFP_spe-9 012 2017-09-23t1048	830	31	92		0.000	16608
20170919_lin-04_GFP_spe-9 012 2017-09-23t1448	836	28	96		0.000	21088
20170919_lin-04_GFP_spe-9 012 2017-09-23t1848	856	28	100		0.000	16672
20170919_lin-04_GFP_spe-9 012 2017-09-23t2248	803	30	104		0.000	16608
20170919_lin-04_GFP_spe-9 012 2017-09-24t0248	849	30	108		0.000	16608
20170919_lin-04_GFP_spe-9 012 2017-09-24t0659	802	27	112		0.000	16608
20170919_lin-04_GFP_spe-9 012 2017-09-24t1120	866	28	116		0.000	16608
20170919_lin-04_GFP_spe-9 012 2017-09-24t1448	850	32	120		0.000	21024
20170919_lin-04_GFP_spe-9 012 2017-09-24t1848	887	31	124		0.000	16672
